2024-05-29T07:22:35.821Z [info]: Request: GET /
2024-05-29T07:22:35.828Z [info]: Home page accessed
2024-05-29T07:22:39.346Z [info]: Request: GET /favicon.ico
2024-05-29T07:22:39.407Z [info]: Request: GET /ws/ws
2024-05-29T07:24:07.143Z [info]: Request: GET /
2024-05-29T07:24:07.145Z [info]: Home page accessed
2024-05-29T07:24:09.232Z [info]: Request: GET /ws/ws
2024-05-29T07:31:40.477Z [info]: Request: GET / from IP: 222.253.157.213, OS: Mac OS X 10.15.7
2024-06-11T03:40:26.454Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.455Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.456Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.487Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.488Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.503Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.506Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.571Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.621Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.653Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.654Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.683Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.684Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.793Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.820Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.822Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.823Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.851Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.853Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.854Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.883Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.980Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:26.985Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:26 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:27.067Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:27 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:27.069Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:27 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:27.100Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:27 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:27.186Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:27 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:27.270Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:27 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.845Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.851Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.865Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.885Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.888Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.889Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.914Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.946Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.947Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.948Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.949Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.952Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.955Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.956Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.957Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.958Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.961Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:33.963Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:33 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.045Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.057Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.058Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.059Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.060Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.114Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.134Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.136Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.155Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.158Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.159Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.258Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.259Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.260Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.267Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.269Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.313Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.342Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.502Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.512Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.515Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.516Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.517Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.520Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.524Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.601Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.603Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.636Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:34.638Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:34 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.004Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.297Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.307Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.310Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.312Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.313Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.315Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.335Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.339Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.340Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.341Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.344Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.372Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.517Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.520Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.529Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.538Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.539Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.546Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.547Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.548Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.548Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.549Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.549Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.555Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.556Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.562Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.564Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.565Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.622Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.822Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.825Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.827Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.827Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.828Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.829Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.829Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.830Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.833Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.844Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.845Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.846Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.849Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.850Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.851Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
2024-06-11T03:40:35.852Z [info]: Request: Lấy danh sách chiến dịch 200 Thứ Ba, 11 tháng 6, 2024 10:40:35 GET /collaborator/get-by-id/80 from IP: ::ffff:192.168.1.171, OS: Other 0.0.0
